caminho_relativo,classe,conjunto
Greenstick fracture/Train/image4_jpeg.rf.57c321cb137c23b0b3f2ac946a92b069.jpg,Greenstick fracture,validacao
Greenstick fracture/Train/image8_jpeg.rf.ba227665494acd70f6a1dc9d024e5049.jpg,Greenstick fracture,validacao
Greenstick fracture/Train/image_jpeg.rf.5754f88259e519fe1828acb69660a738.jpg,Greenstick fracture,validacao
Greenstick fracture/Train/jpg.rf.5577e35c5e3bce4414cae6437ac94a56.jpg,Greenstick fracture,validacao
Hairline Fracture/Test/402_2018_3035_Fig3_HTML_jpg.rf.c9959ea361358cf5ac4cf68c9096236f.jpg,Hairline Fracture,validacao
Hairline Fracture/Test/640px-Cropped_version_of_Jonesfracture_jpg.r40958b7c85972169a63197313018.jpg,Hairline Fracture,validacao
Hairline Fracture/Train/1583770_jpg.rf.1c05699722629513ab254bef51e111e3.jpg,Hairline Fracture,validacao
Hairline Fracture/Train/1583770_jpg.rf.1c056997226295b254bef51e111e3.jpg,Hairline Fracture,validacao
Hairline Fracture/Train/Elbow-X-ray-of-a-40-year-old-female-who-developed-chronic-atraumatic-pain-of-the-proximal_png.rf.3ab88000b0079946b28c9d280cfe8f15.jpg,Hairline Fracture,validacao
Hairline Fracture/Train/a5097977a186b7_grade-3_jpg.rf.75157b32db076a8276aaad1021a6dee9.jpg,Hairline Fracture,validacao
Hairline Fracture/Train/a5097977a1e676_femur-1-3-13mog.rf.0c110c5805c5236273fac80d2c1ff16b.jpg,Hairline Fracture,validacao
Hairline Fracture/Train/a5097977a231ef_metatarsal2_jpg.rf.d5163e7f32a121fc62d7720e7f2096a7.jpg,Hairline Fracture,validacao
Hairline Fracture/Train/bones_what_to_k_7329_thu732x54g.rf.85dff51f0a0deb0093f75b56d7f16.jpg,Hairline Fracture,validacao
Hairline Fracture/Train/gr1_jpg.rf.cd3a0991347db44b0a90c049452c6f1e.jpg,Hairline Fracture,validacao
Hairline Fracture/Train/image15_jpeg.rf.516950f427839d3dffbe7014f988932c.jpg,Hairline Fracture,validacao
Hairline Fracture/Train/image18_jpeg.rf.1fe77cd3c996ff9d387b8c0d215142.jpg,Hairline Fracture,validacao
Hairline Fracture/Train/image5_jpeg.rf.e9249b59ef0303f87061e7bca3421a0d.jpg,Hairline Fracture,validacao
Hairline Fracture/Train/image8_jpeg.rf.e0967eb2a73c43fdc51de2c8b949ad6a.jpg,Hairline Fracture,validacao
Hairline Fracture/Train/images7_jpg.rf.a8a3b21208167bfe7c463eb3d565ba03.jpg,Hairline Fracture,validacao
Hairline Fracture/Train/pt08sports4_png.rf.34ab59806e34c0f3d4154350893c9780.jpg,Hairline Fracture,validacao
Impacted fracture/Test/3-s2-0-B9781782424499000042-f04-05-9781782424499_jpg.rf.697fc1f3f837a4facd89b17281dc3843.jpg,Impacted fracture,validacao
Impacted fracture/Test/321642_2200-732x549_jpg.rf.4980857c522d36a62f9829fe86058076.jpg,Impacted fracture,validacao
Impacted fracture/Train/41598_2020_64471_HTMLg.rf.56031035bb06aff4ac684238f3d05539.jpg,Impacted fracture,validacao
Impacted fracture/Train/EMR021516fig12_jpg.rf.e10f7dc88fcee257263c38dcc37d2605.jpg,Impacted fracture,validacao
Impacted fracture/Train/a6980144fa36a4b20737df405b98b51a-spine-x-rays_jpg.rf.2ac35ac320c5913ee1a83b9fdbc0d2fa.jpg,Impacted fracture,validacao
Impacted fracture/Train/fracturetoddler01mdfallfromsliderefusaltobearweightpln2yo_jpg.rf.f1fe08cd7e925de77de3c40b825b42e4.jpg,Impacted fracture,validacao
Impacted fracture/Train/gr1_lrg2_jpg.rf.3d752c7e3b776af4e55a5b656eb15545.jpg,Impacted fracture,validacao
Impacted fracture/Train/image13_jpeg.rf.0d6bfa1bc6d01ffec93b1e39d9cc2ac9.jpg,Impacted fracture,validacao
Impacted fracture/Train/image29_jpeg.rf.3b42f3d87e467376578079f84d5f68bd.jpg,Impacted fracture,validacao
Impacted fracture/Train/image30_jpeg.rf.fb619a8f42e0f25fffcea70b3d8b4912.jpg,Impacted fracture,validacao
Impacted fracture/Train/images4_jpg.rf.5d68f04f9e4cca5655bc87c752a44b8b.jpg,Impacted fracture,validacao
Longitudinal fracture/Test/1-s2-0-S235204771630003X-gr2_jpg.rf.23497906a4b6a3106d193648e244cc6e.jpg,Longitudinal fracture,validacao
Longitudinal fracture/Test/7d6985744a7187e8af927146b0c2425e_f12207_jpg.rf.2fc543dad580f8ea8d7d4105ca8e4300.jpg,Longitudinal fracture,validacao
Longitudinal fracture/Train/11999_2009_970_Fig1_HTML_jpg.rf.2d98bfd849e883e2a3683f487495cd49.jpg,Longitudinal fracture,validacao
Longitudinal fracture/Train/1449603_jpg.rf.83990eb29b2e86ed96e9a453ed374f88.jpg,Longitudinal fracture,validacao
Longitudinal fracture/Train/Axial-and-longitudinal-view-of-a-fracture-of-radius-compared-to-the-anterosterior-and_png.rf.e77312c9f14b136659070b02b564077.jpg,Longitudinal fracture,validacao
Longitudinal fracture/Train/Inked963d3e34300fec03489c189168d87_gallery_jpeg.rf.998328b3a1c3868cf474ef084ddcc2c9_LI.jpg,Longitudinal fracture,validacao
Longitudinal fracture/Train/Peterson-Type-I-distal-radius-fracture-in-an-8-year-old-girl-a-b-Posteroanterior_jpg.rf.f81479f5e4e5ea6656189ade503eccd0.jpg,Longitudinal fracture,validacao
Longitudinal fracture/Train/image25_jpeg.rf.ae28ceca6ded2ccf2b9c510843b94.jpg,Longitudinal fracture,validacao
Longitudinal fracture/Train/image28_jpeg.rf.29e91e4205b95131ef277cfb61f886da.jpg,Longitudinal fracture,validacao
Longitudinal fracture/Train/image4_jpeg.rf.24e44093519b0976d4b1317bd20f941.jpg,Longitudinal fracture,validacao
Longitudinal fracture/Train/image6_jpeg.rf.68de0c5d0538641e05016de280c1e7ae.jpg,Longitudinal fracture,validacao
Oblique fracture/Test/1000_F_264769365_u927dRxrrx1fi4rlR1VWif9LcGeJwv4h_jpg.rf.b2d149cb90da63cbc49ec73e82bf0935.jpg,Oblique fracture,validacao
Oblique fracture/Test/119913828-radiography-with-oblique-fibula-fracture_jpg.rf.8f0f4e48c3c959ca7b930e3cba8fafd0.jpg,Oblique fracture,validacao
Oblique fracture/Test/43390tn_jpg.rf.e82c12a328a56cc66d5d828e638324be.jpg,Oblique fracture,validacao
Oblique fracture/Train/-view-with-finger-splint-for-diagnostic-fracture-and-g-arthritis-2C3N97K_jpg.rf.ac8fcc36dc30905cfbc2030283d.jpg,Oblique fracture,validacao
Oblique fracture/Train/Fig-A6-Fracture-X-ray-image-of-an-oblique-fracture-of-the-left-humerus_png.rf.f967c4e5fabfed20ba318f7ed12a46b8.jpg,Oblique fracture,validacao
Oblique fracture/Train/Initial-imaging-a-X-ray-of-the-left-lower-extremity-shows-a-fracture_png.rf.8b6c429de17d94b09ce484bedf753804.jpg,Oblique fracture,validacao
Oblique fracture/Train/Inkedx-ray-image-foot-oblique-view-show-toe-hell-fracture-53837746_jpg.rf.da042ab745aec3b96d2f0b10e7ab3faa_LI.jpg,Oblique fracture,validacao
Oblique fracture/Train/T1511F02_Fig01_j922f4a590bcbc55.jpg,Oblique fracture,validacao
Oblique fracture/Train/fracture-interpretation-for-medical-students-40-320_jpg.rf.b4d5e7fefb7fbf3ad5f077af3d2d6582.jpg,Oblique fracture,validacao
Oblique fracture/Train/image19_jpeg.rf.e33a1ad0ffe9228f2a5f8073e127bd6b.jpg,Oblique fracture,validacao
Oblique fracture/Train/image29_jpeg.rf.6d4d72f1e48676ac51a5fec6b1557.jpg,Oblique fracture,validacao
Oblique fracture/Train/x-ray-hand-ap-oblique-fracture-mid-shaft-rt-2nd-metacapal-bone-soft-tissue-swelling_34251-59_jpg.rf.54202a7e1dd6d9c7e9b9f0810e0975f9.jpg,Oblique fracture,validacao
Pathological fracture/Test/0c70d9cb6ae7fcf9faae2dc812af08_gallery_jpg.rf.77bf31aa996b57613189b8de7e1d29fd.jpg,Pathological fracture,validacao
Pathological fracture/Test/1-s2-0-S1877056815003461-gr3_jpg.rf.d559b8f4656b96c7d8c9f5a0b4904eb5.jpg,Pathological fracture,validacao
Pathological fracture/Train/12891_2014_Article_2109L_jpg.rf.8fe35b40f9c82a149e3813b.jpg,Pathological fracture,validacao
Pathological fracture/Train/12891_2014_Article_210f9c82a149e3813b.jpg,Pathological fracture,validacao
Pathological fracture/Train/256_2020_3651_Fig7_HTML_jpg.rf.6daf61af8c1903410d387a076992ddc2.jpg,Pathological fracture,validacao
Pathological fracture/Train/6519436f-b33d-4739-95a8-4d44e670cca1-1592427540482_png.rf.16819d473a61de9327e73778edab5e25.jpg,Pathological fracture,validacao
Pathological fracture/Train/F1-large_jpg.rf897d2eb76d363a0f13b869ab4.jpg,Pathological fracture,validacao
Pathological fracture/Train/Pre-operative-radiograph-of-a-pathological-fracture-involving-the-proximal-humerus-The_png.rf.24189ae4f86da074da53a09fda6a1e2a.jpg,Pathological fracture,validacao
Pathological fracture/Train/Pre-operativeX-ray-showing-pathological-fracture-of-distal-humerus-anteroposterior-and_png.rf.10fbf82c72dadc5232c2077b446fb59e.jpg,Pathological fracture,validacao
Pathological fracture/Train/a-X-ray-of-case-15-presenting-with-pathological-fracture-b-MRI-of-case-15-presenting_png.rf.9a90e2d2276e9bab0f456400b3e54ee3.jpg,Pathological fracture,validacao
Pathological fracture/Train/a278b017-807e-4a0e-9273-908eafeb7715-1649987901703_png.rf.ed529348ee11cddec4cc9a7d606742c9.jpg,Pathological fracture,validacao
Pathological fracture/Train/gallery_jpeg.rf.fd5ecb478396b3e1a1ee2fba4730b8ed.jpg,Pathological fracture,validacao
Pathological fracture/Train/gr1_lrg33fcde551f0e35ae94945f4680c7af8.jpg,Pathological fracture,validacao
Pathological fracture/Train/gr1ac_lrg_jpg.rf.c14155caad0f0ce0abf2ff6b98cf5a54.jpg,Pathological fracture,validacao
Pathological fracture/Train/image28_jpeg.rf.71e72a01d77f6c033551d55fcb6605c8.jpg,Pathological fracture,validacao
Pathological fracture/Train/image30_jpeg.rf.05fd807d901fef1842f521ac03f5d465.jpg,Pathological fracture,validacao
Pathological fracture/Train/lightbox_935b11505b6b11ecb6789e-1_png.rf.6ea100d5dab399b31e9c04d162be10b3.jpg,Pathological fracture,validacao
Pathological fracture/Train/lightbox_9b683fc062a111eca7391d59807707d7-Pelvis_auto_x2-arrows-_png.rf.14373c6dd517e5f7c6f63e3237ab9a75.jpg,Pathological fracture,validacao
Pathological fracture/Train/mqdefault_jpg.rf.21671052d62baf6ee7b926c5a4832d8a.jpg,Pathological fracture,validacao
Spiral Fracture/Test/192811243_jpg.rf.93989b0917199eb629709b79bf516da9.jpg,Spiral Fracture,validacao
Spiral Fracture/Test/247_2019_4591_FL_jpg.rf.1035e160a9c7d7071e08.jpg,Spiral Fracture,validacao
Spiral Fracture/Test/247_2019_4591_Fig6_HTML_jpg.rf.1dc947109f035e160a9c7d7071e08.jpg,Spiral Fracture,validacao
Spiral Fracture/Test/421220_jpg.rf.1231cb18431107345b2398be88e0e946.jpg,Spiral Fracture,validacao
Spiral Fracture/Train/Maisonneuve_fracture_Fibula-JPG_jpg.rf.56c8fcbb6a05401e12c747f35dfafc5a.jpg,Spiral Fracture,validacao
Spiral Fracture/Train/PruchaFig1e0f228cf67f39df1de4eb173c2acfd9.jpg,Spiral Fracture,validacao
Spiral Fracture/Train/RIGHT_leg_jumbo_jpeg.rf.5c79a192709e4e90f860d7e0a42fd25f.jpg,Spiral Fracture,validacao
Spiral Fracture/Train/X-ray_Fractured_fibula_with_permission_of_patient_MF_jpg.rf.036b1454f32f0b436a12593485d7acb2.jpg,Spiral Fracture,validacao
Spiral Fracture/Train/image_jpeg.rf.6c82fa5135c6d3eff38fe8ba1d2ff7e1.jpg,Spiral Fracture,validacao
Spiral Fracture/Train/images3_jpg.rf.867087966ee2106c7462017bad4e22c6.jpg,Spiral Fracture,validacao
Spiral Fracture/Train/spiral-fracture-lower-tibia_jpg.rf.b0dee5f894823b9d1511a648f61c8b53.jpg,Spiral Fracture,validacao
Avulsion fracture/Test/1-s2-0-S0899707114002836-gr2_jpg.rf.bb8ed4dee892edbb760f6ce687d74ba5.jpg,Avulsion fracture,teste
Avulsion fracture/Train/697306b5c3755dd70645acfce3b_jpg.rf.21b53660b2fd76db08a98e9dad5d8d4f.jpg,Avulsion fracture,teste
Avulsion fracture/Train/800px-Left_lateral_malleolus_avulsion_fracture_detail_jpg.rf.9465bfeae560e0d37a57e6096249c030.jpg,Avulsion fracture,teste
Avulsion fracture/Train/Inked2d59fd50936098df8ddf49c912e70b_gallery_jpg.rf.0a4f68fb0c9b522ce75a26df6061f_LI.jpg,Avulsion fracture,teste
Avulsion fracture/Train/Left-knee-AP-and-lateral-radiographs-showing-avulsion-fracture-of-the-tibial-tuberosity_jpg.rf.b13178133904e8c6fe26875bcef812a2.jpg,Avulsion fracture,teste
Avulsion fracture/Train/SaudiJSportsMed_2021_21_2_69_327488_f1_jpg.rf.7accebb5e1c23e10ac231fa340b32dc2.jpg,Avulsion fracture,teste
Avulsion fracture/Train/cow205lg_jpg.rf.80b53235cf34318f1b3973ef5eb9627a.jpg,Avulsion fracture,teste
Avulsion fracture/Train/e35976_4fe265db4c064d53bc55e857fbecc28dmv2_png.rf.48ff6ace881ba10b5937fd34990c4f6.jpg,Avulsion fracture,teste
Avulsion fracture/Train/gr1_lrg_jpg.rf.bf893d54341142976a0672dd088ded3d.jpg,Avulsion fracture,teste
Avulsion fracture/Train/image18_jpeg.rf.9d59531f4a8ac9f6a04b858e56cea.jpg,Avulsion fracture,teste
Avulsion fracture/Train/image9_jpeg.rf.4f7d7cb5a7a3ff33253bb4769fdaf32c.jpg,Avulsion fracture,teste
Avulsion fracture/Train/images10_jpg.rf.e1ad8c3effdf417ef7e6ec06dfeebc15.jpg,Avulsion fracture,teste
Avulsion fracture/Train/images21_jpg.rf.0ef452a83232fc2e6705bd968fa29737.jpg,Avulsion fracture,teste
Avulsion fracture/Train/images24_jpg.rf.09d198828844a4334157a33d88625c3b.jpg,Avulsion fracture,teste
Avulsion fracture/Train/images7_jpg.rf.c4419176d2a7d3f8e26f04a4e4a82cf7.jpg,Avulsion fracture,teste
Avulsion fracture/Train/images_jpg.rf.0ce1d5a7ca4c319ff39d4445df37f3f.jpg,Avulsion fracture,teste
Avulsion fracture/Train/images_jpg.rf.0ce1d5a7ca4c319ff39d444e5df37f3f.jpg,Avulsion fracture,teste
Avulsion fracture/Train/jospt-620-fig001_jpg.rf.a6c6b3ecde58b099587c889367527cac.jpg,Avulsion fracture,teste
Comminuted fracture/Test/X-ray-2-comminuted-displaced-fracture_png.rf.ace79e6f0ec1e6ec4037943cc83c14d4.jpg,Comminuted fracture,teste
Comminuted fracture/Test/preop-x-ray-showing-badly-comminuted-fracture-proximal-tibia-rama-krishna-hospital_jpg.rf.3662dfd3b1b367d8e8eb71178999dbe8.jpg,Comminuted fracture,teste
Comminuted fracture/Train/5081d925b301b_jpg.rf.e029d85e093fcadb3a8e4bbb57f0fc9a.jpg,Comminuted fracture,teste
Comminuted fracture/Train/5263f9bac94205116acd9caf6d386c_jumbo_png.rf.be2be0fa76ef6d18150765f31ec4a2f9.jpg,Comminuted fracture,teste
Comminuted fracture/Train/58d30dd538473a546723c79e347c9f1b03a3d3131f5c3a1d0466f21526008fd7_gallery_jpeg.rf.92adacfca948385a6cee89ce170f4f24.jpg,Comminuted fracture,teste
Comminuted fracture/Train/87da0f2547dc990c9ec77ad8fc5203_gallery-JPEG_jpg.rf.8c0a1c1411fb548ba1cdfc5c57cbe9f9.jpg,Comminuted fracture,teste
Comminuted fracture/Train/Anteroposterior-and-Lateral-X-ray-The-open-shaf_png.rf.9578f185be2dd89c3f6908b4d8bbc479.jpg,Comminuted fracture,teste
Comminuted fracture/Train/F1-large_jpg.rf.ace7f99f25bee85f3f5dc12e474a8a19.jpg,Comminuted fracture,teste
Comminuted fracture/Train/Fractures-Blog-Photo_jpg.rf.eef09f81f2ac973d6eda4244708ad18d.jpg,Comminuted fracture,teste
Comminuted fracture/Train/a-AP-b-lateral-Initial-X-ray-shows-severe-comminuted-fractures-in-the-tibia-plafond_png.rf.7794b64b4c8eeb8591f7c3ae77445bf6.jpg,Comminuted fracture,teste
Comminuted fracture/Train/d74becf7b697eb9a80a68504353a5211542d8aedc94c50c72a7663045e67f07e_gallery_jpeg.rf.bec9adfa07d34fd82a7d3f5fd181cd0c.jpg,Comminuted fracture,teste
Comminuted fracture/Train/f069-001d-9781455753284_jpg.rf.064578f286d21fdb1df6417101a5f554.jpg,Comminuted fracture,teste
Comminuted fracture/Train/handxray_jpg.rf.ff42adea596434a9b97ab172de8eb44c.jpg,Comminuted fracture,teste
Comminuted fracture/Train/image14_jpeg.rf.25e75522b4a8c5d99690d624016f9.jpg,Comminuted fracture,teste
Comminuted fracture/Train/image19_jpeg.rf.cbdaca15d3f36f73ec27ec0580d2970c.jpg,Comminuted fracture,teste
Comminuted fracture/Train/image5_jpeg.rf.d141cc8aa789ec496f938837002fb50f.jpg,Comminuted fracture,teste
Comminuted fracture/Train/image7_jpeg.rf.367746dfc5b45b2ebfc686048e7bbdee.jpg,Comminuted fracture,teste
Comminuted fracture/Train/images3_jpg.rf.3f34b4a2a24b7f6af75bdc118d010547.jpg,Comminuted fracture,teste
Comminuted fracture/Train/images41_jpg.rf.595431440d5bf43c207f60d10547a123.jpg,Comminuted fracture,teste
Comminuted fracture/Train/images70_jpg.rf.0eeab3df1696d8d6eb58c57982ae8914.jpg,Comminuted fracture,teste
Fracture Dislocation/Test/0f2621347d6757e99604be62938184_jumbo_jpg.rf.525e9b9d5a24047c4a22bbdd53cd1b2e.jpg,Fracture Dislocation,teste
Fracture Dislocation/Test/22097c143c33367ce6a14aab180507_jumbo_jpeg.rf.dba2616edbc6752417d3acf6acee8e6d.jpg,Fracture Dislocation,teste
Fracture Dislocation/Test/29b6a23fc1e531976fdb651cdf0670_jumbo_jpeg.rf.54234605109401278f08c8cd98edf6c6.jpg,Fracture Dislocation,teste
Fracture Dislocation/Train/Conventional-X-rays-oeoperati07c79939d6efec41b27686e4321badd.jpg,Fracture Dislocation,teste
Fracture Dislocation/Train/Conventional-X-rays-oeoperative_jpg.rf.507c79939d6efec41b27686e4321badd.jpg,Fracture Dislocation,teste
Fracture Dislocation/Train/F1-large2_jpg.rf.05a96fcbc48f87614b0f971a.jpg,Fracture Dislocation,teste
Fracture Dislocation/Train/F1-large2_jpg.rf.05a96fcbc48f8deb2e6087614b0f971a.jpg,Fracture Dislocation,teste
Fracture Dislocation/Train/F1-large_jpg.rf.f07b71940901987206be47807d2843ae.jpg,Fracture Dislocation,teste
Fracture Dislocation/Train/a-Radiograph-showing-the-sacroiliac-fracture-dislocation-with-fractures-of-bilateral_png.rf.fa0f976ece84621764dfdada5ad761da.jpg,Fracture Dislocation,teste
Fracture Dislocation/Train/cow217_jpg.rf.b4cac2d6bdf8c825f005de5a30f2a34e.jpg,Fracture Dislocation,teste
Fracture Dislocation/Train/fracturedislocationmonteggia01mdfellplain3yo_jpg.rf.76186679322532546.jpg,Fracture Dislocation,teste
Fracture Dislocation/Train/image16_jpeg.rf.26c44b5cc4cd37b01809904121.jpg,Fracture Dislocation,teste
Fracture Dislocation/Train/image17_jpeg.rf.44e3ee814b39580cc793cc484e4cb145.jpg,Fracture Dislocation,teste
Fracture Dislocation/Train/image31_jpeg.rf.9fb28a767e2a843433cc82566b2ec164.jpg,Fracture Dislocation,teste
Fracture Dislocation/Train/image5_jpeg.rf.efcd8b141e6eb17a580f11e8ac7c2b14.jpg,Fracture Dislocation,teste
Fracture Dislocation/Train/images15_jpg.rf.72231ee60b44b04a740c03c6295e3e1b.jpg,Fracture Dislocation,teste
Fracture Dislocation/Train/images3_jpg.rf.22da1bbcb8eed74399ff1aa073866d4e.jpg,Fracture Dislocation,teste
Fracture Dislocation/Train/images8_jpg.rf.1fa9d0b78f93a1f46d8e75b0f70a1f6d.jpg,Fracture Dislocation,teste
Fracture Dislocation/Train/img_1470_jpg.rf.8c304cf615a20fe1ad678a40804b29d3.jpg,Fracture Dislocation,teste
Fracture Dislocation/Train/maxresdefault_jpg.rf.99f55b046e48958d4eb40bd5682a0182.jpg,Fracture Dislocation,teste
Fracture Dislocation/Train/ot1020_otgr_f1_og_jpg.r458090596504941ee7e64eb43f41a.jpg,Fracture Dislocation,teste
Fracture Dislocation/Train/thoracolumbar_burst_jpg.rf.48781b0b27733a0e09c380d50253408f.jpg,Fracture Dislocation,teste
Greenstick fracture/Test/27947ea707d39e57b0c14db8fc93d3_jumbo_jpeg.rf.d7f9014c5a33717ff2b8f7213e38524b.jpg,Greenstick fracture,teste
Greenstick fracture/Test/_Fracture_general_principles_fig04_Torus_Greenstick_fracture_BLANCO-1024x957_jpg.d0a0708a95fcb18cbbdf0af9de020488.jpg,Greenstick fracture,teste
Greenstick fracture/Train/Greenstickfxradius_jpg.rf.65d105d969cb626cef58c46d65e1.jpg,Greenstick fracture,teste
Greenstick fracture/Train/Lateral-radiograph-shows-a-greenstick-fracture-in-a-10-year-old-boy-The-distal-radial_png.rf.dec9843a9670c467e6330220908f5e2a.jpg,Greenstick fracture,teste
Greenstick fracture/Train/Radiology_ND_0125_ABF_jpg.rf.3f59f4c042e47a87f0408487a61521f5.jpg,Greenstick fracture,teste
Greenstick fracture/Train/b19f08e41a77b94dd521617800d019_gallery-JPEG_jpg.rf.c0d3e7d7bd8bf9496215e86a1bf40a8a.jpg,Greenstick fracture,teste
Greenstick fracture/Train/c0267934-greenstick-fracture-of-distal-radius-x-ray-science-photo-library-arrow-high_jpg.rf.d77347381e74cd2c282dc8a76d04a633.jpg,Greenstick fracture,teste
Greenstick fracture/Train/d5408056a120376d84a394dae01db399_jpg.rf.674d9814cfee30fa222f3d3f07920209.jpg,Greenstick fracture,teste
Greenstick fracture/Train/etm-18-04-3009-g00_jpg.rf.350350830bd551c56ca0185c1da4862a.jpg,Greenstick fracture,teste
Greenstick fracture/Train/etm-18-04-3009-g00_jpg.rf.350350830bd551ca0185c1da4862a.jpg,Greenstick fracture,teste
Greenstick fracture/Train/green1_jumbo_jpeg.rf.26b0c35490f80d7c965bef7832aa130b.jpg,Greenstick fracture,teste
Greenstick fracture/Train/greenstick_jpg.rf.c146d133697935a23e0f1a9160b744f0.jpg,Greenstick fracture,teste
Greenstick fracture/Train/image22_jpeg.rf.4f1f1a09515780554fb28e0247dde964.jpg,Greenstick fracture,teste
Greenstick fracture/Train/image28_jpeg.rf.59694ce77f752eac7645e4265c4.jpg,Greenstick fracture,teste
Greenstick fracture/Train/images5_jpg.rf.b8f4d8f80677cf88f53b3a98c2bcc677.jpg,Greenstick fracture,teste
Greenstick fracture/Train/images6_jpg.rf.58393474fe1a8e5eac5d8d0712087119.jpg,Greenstick fracture,teste
Greenstick fracture/Train/torus20fx_jpg.rf.4daefa26c48b31d1699339cba5ddd362.jpg,Greenstick fracture,teste
Hairline Fracture/Test/10195_2010_96_Fig2_HTML_jpg.rf.c12df3901db2a4b4e0952d10f5660ae0.jpg,Hairline Fracture,teste
Hairline Fracture/Train/Radiograph-of-the-left-wrist-shows-stress-fracture-of-the-left-scaphoid_png.rf.679bc50a0d676af2839c3c4168cdf4bc.jpg,Hairline Fracture,teste
Hairline Fracture/Train/TibStressFrac-895x1024_jpg.rf.38a4f1fc510a7a34cd69130bd57f414f.jpg,Hairline Fracture,teste
Hairline Fracture/Train/a5097977a1e676_femur-1-3-1g.rf.0c110c5805c5236273fac80d2c1ff16b.jpg,Hairline Fracture,teste
Hairline Fracture/Train/a5097977a1e676_femur-1-3-1g.rf.0c110c58c5236273fac80d2c1ff16b.jpg,Hairline Fracture,teste
Hairline Fracture/Train/a5097977a22443_fibula_jpgf.ad88b884d995f003ec87d2971f5ca697.jpg,Hairline Fracture,teste
Hairline Fracture/Train/a5097977a231ef_metatal2_jpg.rf.d5163e7f32a121fc62d7720e7f2096a7.jpg,Hairline Fracture,teste
Hairline Fracture/Train/a8d66de72edb47732c1d2be7f3b859_gallery_jpg.rf.7480d438695221bcb83b3ef7239528b1.jpg,Hairline Fracture,teste
Hairline Fracture/Train/bones_what_to_7329_g.rf.f0056d7f16.jpg,Hairline Fracture,teste
Hairline Fracture/Train/bones_what_to_7329_g.rf.f56d7f16.jpg,Hairline Fracture,teste
Hairline Fracture/Train/bones_what_to_k_7329_g.rf.ff1f0eb0075b56d7f16.jpg,Hairline Fracture,teste
Hairline Fracture/Train/bones_what_to_k_732x549_thu732x549_jpg.rf.9df85dff51f0a0deb0093f75b56d7f16.jpg,Hairline Fracture,teste
Hairline Fracture/Train/images15_jpg.rf.c787556301b893d2d5100712c136c43f.jpg,Hairline Fracture,teste
Hairline Fracture/Train/images18_jpg.rf.e70add6cdaacdb020d79bf57cfc87048.jpg,Hairline Fracture,teste
Hairline Fracture/Train/images8_jpg.rf.8139fd5cce6d778dea30f98270d4f31b.jpg,Hairline Fracture,teste
Hairline Fracture/Train/images9_jpg.rf.8dbac8f0fcf0584c8db1b2f78dfadb7d.jpg,Hairline Fracture,teste
Hairline Fracture/Train/stress-fracture-big_jpg.rf.ca318214e202fca41d20d92e242a6a74.jpg,Hairline Fracture,teste
Impacted fracture/Test/0fd9c4957210d0c8324ccc00c39d243d_jpg.rf.7625244128c1f6a73965a0290b6e6c31.jpg,Impacted fracture,teste
Impacted fracture/Test/4d0971c94b4213a016bcfc13296aa4_jumbo_jpg.rf.5031422aa36e5a481cc5993aa3b54a02.jpg,Impacted fracture,teste
Impacted fracture/Test/56a7a5e4ed51b2f23052775923c9c4_gallery_jpg.rf.d765fb7314c5833d49484b5f7f933477.jpg,Impacted fracture,teste
Impacted fracture/Train/41598_2020_64479_Fig2ML_png.rf.6d72e2fe8092ce099dd60b6e8056b525.jpg,Impacted fracture,teste
Impacted fracture/Train/B9780702034459000484_gr1a_jp23bee9489ff619abddb3ffea539bbf99.jpg,Impacted fracture,teste
Impacted fracture/Train/WJR-2-399-g001_jpg.rf.354ba5a9990b5fcdc8ebf57adee57a73.jpg,Impacted fracture,teste
Impacted fracture/Train/gr1e44caac83.jpg,Impacted fracture,teste
Impacted fracture/Train/image28_jpeg.rf.1634abbb51590036b08d5802c60e9.jpg,Impacted fracture,teste
Impacted fracture/Train/image28_jpeg.rf.16bed34abbb51590036b08d5802c60e9.jpg,Impacted fracture,teste
Impacted fracture/Train/image4_jpeg.rf.3fd22726236bc8187adf4636cf82960d.jpg,Impacted fracture,teste
Impacted fracture/Train/xray-image-show-close-fracture-260nw-1311736178_jpg.rf.699518b014401cccac4621e6ce644159.jpg,Impacted fracture,teste
Longitudinal fracture/Test/000007_jpg.rf.7cf716c605db163a55eb6214c77bfb73.jpg,Longitudinal fracture,teste
Longitudinal fracture/Test/35d36ae9df9a48426f94b75d0f2939_jumbo_jpeg.rf.c0eebf1735c43ba5de01d321ce10748a.jpg,Longitudinal fracture,teste
Longitudinal fracture/Test/8644c7aa15b332130711e15a541800_gallery_jpg.rf.3c08725e91f0227003510b63f8d2ae27.jpg,Longitudinal fracture,teste
Longitudinal fracture/Train/1008-1275-17-06-013-f001_png.rf.54ced8d767db0c2fc077b8ee71c9e43c.jpg,Longitudinal fracture,teste
Longitudinal fracture/Train/110002_gallery_jpeg.rf.30a5c443c96281a5cfc741d124f2afa1.jpg,Longitudinal fracture,teste
Longitudinal fracture/Train/a5097977a2118a_ntvgjpg.rf.edf596d9b2f54c92e821d14caf004.jpg,Longitudinal fracture,teste
Longitudinal fracture/Train/a5097977a2118a_ntvgjpg.rf.edf596d9b2f54c92e821d18864caf004.jpg,Longitudinal fracture,teste
